"","zpid","time","price","week","dow","month","year","latitude","longitude","city","state","zipcode","neighborhood","region","locality","ad3","area","yearBuilt","lot","beds","bathFull","bathHalf","roomCount","floorSize","unitCount","stories","lastRemodelYear","solarPotential","zestimate","zestimateHighPercent","zestimateLowPercent","rentZestimate","taxEstimate","n_round"
"9254",11649748,2020-07-14,152250,29,"Tuesday",7,20,40.391722,-80.002977,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",72,8.29154650988391,3,1,0,5,7.51316354523408,0,2,1948,92.42,180000,8,7,1400,203095,69
"9255",11649749,2020-06-29,209900,27,"Monday",6,20,40.391727,-80.003113,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",72,8.26487826280175,3,1,0,6,7.51316354523408,0,2,1948,92.42,249300,8,7,1300,168986,69
"9256",11649772,2020-02-07,191000,6,"Friday",2,20,40.391331,-80.001464,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",69,8.52516136106541,3,2,0,6,7.12125245324454,0,1,1951,92.42,226000,8,8,1500,171182,69
"9257",11649787,2020-12-18,279000,51,"Friday",12,20,40.388974,-80.01232,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",120,8.10167774745457,4,1,0,8,7.54433210805369,0,2,1900,86.82,186600,9,10,1200,173347,69
"9258",11649800,2020-02-07,154000,6,"Friday",2,20,40.388891,-80.014521,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",94,8.1886891244442,3,1,0,6,7.2868764117507,0,2,1926,91.62,234900,9,9,1400,125571,69
"9259",11649819,2020-01-24,131900,4,"Friday",1,20,40.387795,-80.013009,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",106,8.1886891244442,3,2,0,6,7.32118855673948,0,2,1914,87.62,162000,9,8,1400,171159,69
"9261",11649833,2020-07-31,222500,31,"Friday",7,20,40.387279,-80.013192,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",119,8.1886891244442,3,1,0,5,7.40853056689463,0,2,1901,82.82,261600,7,7,1400,159364,69
"9263",11649866,2020-03-09,200000,11,"Monday",3,20,40.389132,-80.015746,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",95,8.1886891244442,4,2,0,8,7.77233157516961,0,2,1925,89.22,244000,9,8,1600,213879,69
"9264",11649917,2020-04-24,167500,17,"Friday",4,20,40.387692,-80.015352,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.1886891244442,3,2,0,6,7.38461038317697,0,2,1910,70.82,202500,8,8,1450,180086,69
"9265",11649938,2020-02-28,152500,9,"Friday",2,20,40.387569,-80.015799,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",80,8.00636756765025,3,2,0,6,7.04228617193974,0,2,1940,92.42,209500,8,8,1300,146204,69
"9266",11649946,2020-08-03,269900,32,"Monday",8,20,40.388416,-80.012301,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",91,8.76092337633884,4,3,0,7,7.59839932932396,0,2,1929,74.82,315700,7,7,1470,222073,69
"9267",11649994,2020-08-20,154000,34,"Thursday",8,20,40.38732,-80.011659,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",95,8.1886891244442,3,1,0,6,7.26961674960817,0,2,1925,92.42,179800,7,7,1400,167174,69
"9269",11650019,2020-07-17,175000,29,"Friday",7,20,40.389152,-80.009288,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",94,8.59415423255237,4,1,0,7,7.454719949364,0,2,1926,71.62,206700,8,7,1500,205390,69
"9271",11650037,2020-08-10,200000,33,"Monday",8,20,40.387993,-80.010132,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.80582481290361,3,2,0,8,7.5251007461258,0,2,1920,70.82,261300,10,10,1400,184401,69
"9272",11650072,2020-10-21,201000,43,"Wednesday",10,20,40.388205,-80.008958,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.47637119689598,5,2,0,10,7.57455848420248,0,2,1910,92.42,228100,7,6,1450,200771,69
"9274",11650106,2020-08-07,127200,32,"Friday",8,20,40.3883,-80.008042,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",90,8.21716859576607,3,2,0,6,7.29709100516042,0,2,1930,92.42,149200,7,7,1300,139823,69
"9275",11650141,2020-11-23,129000,48,"Monday",11,20,40.38849,-80.010975,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,8.10167774745457,2,1,0,5,6.86693328446188,0,2,1950,82.02,144500,6,6,1100,125686,69
"9277",11650144,2020-08-27,159650,35,"Thursday",8,20,40.388683,-80.010455,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",92,8.38935981990635,3,1,0,6,7.0352685992811,0,2,1928,85.22,185900,7,7,1260,139470,69
"9281",11650275,2020-08-14,155000,33,"Friday",8,20,40.386618,-80.012989,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,8.1886891244442,2,1,0,5,6.79122146272619,0,2,1950,82.82,181300,7,7,1050,103574,69
"9282",11650319,2020-08-05,180000,32,"Wednesday",8,20,40.385101,-80.014249,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",67,8.78477459216102,3,2,0,7,6.89264164117209,0,1,1953,90.82,211900,7,7,1495,267241,69
"9283",11650376,2020-10-20,217111,43,"Tuesday",10,20,40.387156,-80.015075,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,8.26873183211774,3,2,0,7,7.10332206252611,0,2,1950,91.62,247200,7,6,1450,165520,69
"9284",11650397,2020-07-29,154900,31,"Wednesday",7,20,40.384719,-80.010248,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,8.2845042272585,3,2,0,6,6.98933526597456,0,1,1950,92.42,182800,7,7,1375,123170,69
"9285",11650412,2020-06-23,130000,26,"Tuesday",6,20,40.387004,-80.009809,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",84,8.00636756765025,3,1,0,6,7.05961762829138,0,2,1936,20.42,154600,8,7,1245,145953,69
"9286",11650444,2020-03-11,124900,11,"Wednesday",3,20,40.387101,-80.008901,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",94,8.30449489796357,2,1,0,6,6.86901445066571,0,1,1926,92.42,152200,9,8,1050,137726,69
"9287",11650448,2020-03-04,136000,10,"Wednesday",3,20,40.386664,-80.008862,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",80,8.30449489796357,2,1,0,6,6.8001700683022,0,15,1940,81.22,166500,9,8,1150,101224,69
"9288",11650458,2020-11-19,235000,47,"Thursday",11,20,40.385331,-80.009087,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,8.87388813515497,3,2,0,7,7.1770187659099,0,15,1950,68.42,263800,6,6,1550,211720,69
"9289",11650487,2020-11-19,131500,47,"Thursday",11,20,40.38571,-80.011184,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",66,8.14612951002541,3,1,0,6,7.00306545878646,0,2,1954,67.62,147200,6,6,1275,147148,69
"9292",11650539,2020-10-19,147000,43,"Monday",10,20,40.385745,-80.00705,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",72,9.13852208418571,2,1,1,6,6.86901445066571,0,3,1948,78.82,167500,7,6,1250,151040,69
"9313",11652591,2020-04-14,166000,16,"Tuesday",4,20,40.392212,-80.02892,"Pittsburgh","PA",15216,"Brookline","","","","Brookline",70,8.30943074214033,3,2,0,6,7.11639414409346,0,2,1950,89.22,201100,8,8,1400,142267,69
"9316",11652625,2020-06-25,168548,26,"Thursday",6,20,40.393055,-80.02743,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",65,11.780506865715,4,2,2,7,7.70616297019958,0,2,1955,92.42,305700,9,9,1480,258949,69
"9317",11652653,2020-07-21,187700,30,"Tuesday",7,20,40.391956,-80.025362,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",85,8.20166019080868,3,1,0,6,7.05617528410041,0,2,1935,74.02,221400,8,7,1450,139863,69
"9318",11652696,2020-09-11,175000,37,"Friday",9,20,40.392962,-80.025616,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",95,8.24905227417129,3,2,0,6,7.12929754892937,0,2,1925,90.82,224600,9,9,1495,183640,69
"9319",11652711,2020-04-15,172000,16,"Wednesday",4,20,40.393358,-80.025203,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",65,8.60685106334677,2,1,0,5,7.03878354138854,0,1,1955,90.02,208300,8,8,1200,201565,69
"9320",11652714,2020-10-01,185000,40,"Thursday",10,20,40.393618,-80.025447,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",66,8.37609035043824,2,1,0,5,6.98378996525813,0,15,1954,82.02,211800,7,6,1200,161681,69
"9321",11652730,2020-11-20,195000,47,"Friday",11,20,40.393432,-80.0286,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",85,8.47845236309981,4,2,0,8,7.69484807238461,0,25,1935,91.62,218400,6,6,1500,265756,69
"9322",11652738,2020-09-29,208900,40,"Tuesday",9,20,40.391977,-80.028378,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",64,7.96554557312999,3,1,0,7,7.32646561384032,0,2,1956,90.02,240000,7,6,1300,211562,69
"9323",11652743,2020-12-30,175000,53,"Wednesday",12,20,40.392279,-80.02786,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",64,8.66561319653451,3,1,0,6,7.11639414409346,0,2,1956,90.02,192400,6,6,1400,172819,69
"9326",11652794,2020-08-21,235000,34,"Friday",8,20,40.393538,-80.022534,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",98,8.1886891244442,3,1,0,6,7.42416528104203,0,2,1922,69.22,273900,7,7,1275,143105,69
"9327",11652800,2020-08-18,193000,34,"Tuesday",8,20,40.393199,-80.022067,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,3,1,0,6,7.15148546390474,0,2,1920,92.42,225500,7,7,1425,157451,69
"9328",11652806,2020-04-08,132500,15,"Wednesday",4,20,40.392917,-80.021676,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,3,1,1,6,7.12608727329912,0,2,1920,92.42,161200,9,8,1375,182955,69
"9329",11652883,2020-06-10,192900,24,"Wednesday",6,20,40.39311,-80.02398,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.35066624052092,3,1,0,6,7.51152464839087,0,2,1920,77.22,231000,8,7,1500,180652,69
"9330",11652906,2020-01-13,145000,3,"Monday",1,20,40.392197,-80.022278,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",90,8.1886891244442,3,2,0,6,7.2152399787301,0,2,1930,92.42,178300,9,8,1250,122224,69
"9331",11652948,2020-11-16,194000,47,"Monday",11,20,40.393682,-80.018606,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.47637119689598,4,2,0,8,7.52563997504154,0,2,1910,74.02,218100,6,6,1500,234194,69
"9333",11652990,2020-10-07,180000,41,"Wednesday",10,20,40.393698,-80.016701,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",66,8.1886891244442,4,2,1,10,7.33888813383888,0,2,1954,92.42,206100,7,6,1600,185186,69
"9334",11652997,2020-08-27,219900,35,"Thursday",8,20,40.393041,-80.017122,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",115,8.20494516501921,4,2,1,8,7.57916796739608,0,2,1905,78.82,256100,7,7,1550,246940,69
"9336",11653025,2020-09-25,160000,39,"Friday",9,20,40.393859,-80.017401,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",93,8.10167774745457,4,2,0,7,7.12286665859908,0,2,1927,81.22,184200,7,7,1445,165377,69
"9337",11653035,2020-07-21,145000,30,"Tuesday",7,20,40.392425,-80.019467,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.47637119689598,3,2,0,7,7.81802793853073,0,2,1910,88.42,171000,8,7,1425,200720,69
"9338",11653040,2020-01-16,155000,3,"Thursday",1,20,40.392863,-80.020011,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.47637119689598,3,2,0,6,7.55851674304564,0,2,1910,87.62,190500,9,8,1495,208053,69
"9343",11653140,2020-08-27,163000,35,"Thursday",8,20,40.389868,-80.031629,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",65,8.78109473520261,2,1,0,5,6.90775527898214,0,1,1955,91.62,190100,7,7,1200,166452,69
"9344",11653144,2020-10-05,225000,41,"Monday",10,20,40.390183,-80.031103,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",64,9.12085320547465,3,2,0,6,7.27586460054653,0,1,1956,88.42,257900,7,6,1600,242451,69
"9345",11653147,2020-04-23,261505,17,"Thursday",4,20,40.389767,-80.030832,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",63,8.90937040519747,3,2,0,6,7.26403014289953,0,2,1957,91.62,316200,8,8,1600,250254,69
"9346",11653231,2020-09-10,163000,37,"Thursday",9,20,40.390561,-80.024995,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",64,8.1886891244442,2,1,0,5,7.04228617193974,0,2,1956,79.62,185700,7,6,1200,136059,69
"9347",11653265,2020-12-16,220000,51,"Wednesday",12,20,40.390441,-80.021445,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,4,1,0,8,7.54274354536855,0,25,1920,82.02,243600,6,6,1515,170044,69
"9348",11653269,2020-04-24,198000,17,"Friday",4,20,40.390161,-80.021057,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,2,1,0,5,7.3185395485679,0,2,1920,88.42,239400,8,8,1099,167493,69
"9349",11653284,2020-01-03,142000,1,"Friday",1,20,40.389787,-80.021369,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,3,1,0,5,7.40974195408092,0,2,1920,86.82,174800,9,9,1295,156973,69
"9351",11653306,2020-08-21,214000,34,"Friday",8,20,40.391163,-80.02328,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.1886891244442,3,2,0,9,7.40245152081824,0,2,1920,86.02,249700,7,7,1400,168450,69
"9352",11653307,2020-04-23,237500,17,"Thursday",4,20,40.391223,-80.023359,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.13827263853019,3,1,1,6,7.40245152081824,0,2,1920,91.62,287700,8,8,1300,167493,69
"9353",11653316,2020-11-17,246000,47,"Tuesday",11,20,40.391767,-80.024115,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",110,8.59415423255237,3,1,0,6,7.39264752072162,0,2,1910,82.82,276400,6,6,1350,186581,69
"9355",11653317,2020-07-24,216500,30,"Friday",7,20,40.391832,-80.024208,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",101,8.1886891244442,3,1,0,6,7.04228617193974,0,2,1919,72.42,255900,8,7,1375,151075,69
"9356",11653321,2020-09-11,199900,37,"Friday",9,20,40.39131,-80.024275,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.18813341451048,3,1,0,6,7.07580886397839,0,2,1920,92.42,231400,7,7,1300,155219,69
"9357",11653381,2020-12-18,245000,51,"Friday",12,20,40.389927,-80.024326,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",60,9.15715054346206,3,2,0,6,7.31521838975297,0,15,1960,20.42,271000,6,6,1500,206608,69
"9358",11653412,2020-06-25,220722,26,"Thursday",6,20,40.391153,-80.021645,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",94,8.1886891244442,4,2,0,7,7.25700270709207,0,2,1926,91.62,262200,8,7,1500,163349,69
"9362",11653460,2020-04-20,191500,17,"Monday",4,20,40.390423,-80.017407,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",93,8.47449443688312,4,3,0,8,7.69348164083518,0,2,1927,20.42,231700,8,8,1480,214110,69
"9364",11653522,2020-06-30,175000,27,"Tuesday",6,20,40.389606,-80.017988,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",95,8.1886891244442,3,1,0,6,7.23417717974985,0,2,1925,66.82,208500,8,7,1445,178079,69
"9366",11653565,2020-10-23,245000,43,"Friday",10,20,40.391232,-80.020147,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",82,8.1886891244442,2,2,0,7,7.12929754892937,0,2,1938,74.02,276400,6,6,1450,166696,69
"9368",11653585,2020-02-28,240000,9,"Friday",2,20,40.391153,-80.016956,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",108,8.1886891244442,4,2,0,9,7.36073990305828,0,2,1912,91.62,293300,9,8,1700,159842,69
"9369",11653598,2020-07-06,231000,28,"Monday",7,20,40.391258,-80.017802,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.34283980427146,6,1,2,9,7.86326672400957,0,3,1920,89.22,273800,8,7,1450,246698,69
"9371",11653654,2020-01-31,171000,5,"Friday",1,20,40.388041,-80.020628,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",98,8.94246092682058,4,2,0,6,7.30518821539304,0,2,1922,76.42,209800,9,8,1450,169099,69
"9372",11653697,2020-06-08,230000,24,"Monday",6,20,40.389444,-80.020893,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",99,8.00670084544037,3,1,0,6,7.11963563801764,0,2,1921,92.42,274900,8,7,1225,160320,69
"9375",11653764,2020-09-25,190000,39,"Friday",9,20,40.388164,-80.018127,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",40,8.2220164372022,3,1,1,6,7.11639414409346,0,2,1980,88.42,218700,7,6,1480,178489,69
"9376",11653790,2020-09-18,210000,38,"Friday",9,20,40.3889,-80.017497,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",82,8.1886891244442,3,2,0,6,7.14519613499717,0,2,1938,68.42,242400,7,7,1400,162552,69
"9377",11653790,2020-07-01,210000,27,"Wednesday",7,20,40.3889,-80.017497,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",82,8.1886891244442,3,2,0,6,7.14519613499717,0,2,1938,68.42,242400,7,7,1400,162552,69
"9378",11653793,2020-11-24,200000,48,"Tuesday",11,20,40.389432,-80.017744,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.18813341451048,3,1,0,6,7.15148546390474,0,2,1920,87.62,224000,6,6,1400,161436,69
"9379",11653805,2020-04-10,155000,15,"Friday",4,20,40.388931,-80.016264,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",99,8.1886891244442,3,2,0,6,7.17011954344963,0,2,1921,83.62,188400,8,8,1450,170005,69
"9380",11653807,2020-09-03,120000,36,"Thursday",9,20,40.388288,-80.016162,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",83,8.1886891244442,2,1,0,5,7.14834574390007,0,2,1937,74.82,139400,7,7,1250,152828,69
"9381",11653825,2020-03-17,142000,12,"Tuesday",3,20,40.388402,-80.017031,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",79,8.1886891244442,2,1,0,5,7.33693691370762,0,2,1941,92.42,172900,9,8,1150,175144,69
"9382",11653833,2020-03-17,124900,12,"Tuesday",3,20,40.387838,-80.016415,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",62,8.1886891244442,2,1,0,6,6.94697599213542,0,2,1958,92.42,152100,9,8,1249,131628,69
"9383",11653834,2020-11-13,128000,46,"Friday",11,20,40.387796,-80.016306,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",53,8.47637119689598,2,1,0,5,6.95654544315157,0,2,1967,20.42,143100,6,6,1249,140395,69
"9385",11653841,2020-08-07,255000,32,"Friday",8,20,40.387676,-80.016808,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.88183630500415,4,2,0,8,7.5847730776122,0,2,1920,88.42,299100,7,7,1640,226642,69
"9386",11653848,2020-12-07,169900,50,"Monday",12,20,40.387363,-80.019402,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",92,8.1886891244442,3,2,0,9,6.98471632011827,0,2,1928,82.02,189000,6,6,1399,128121,69
"9387",11653863,2020-07-10,180000,28,"Friday",7,20,40.388315,-80.020179,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",95,8.1886891244442,3,1,0,5,6.89568269774787,0,2,1925,77.22,213700,8,7,1249,90949,69
"9388",11653886,2020-07-18,333000,29,"Saturday",7,20,40.385737,-80.030245,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",58,8.91462612782714,3,3,0,7,7.11963563801764,0,2,1962,92.42,392200,8,7,2100,334808,69
"9389",11653887,2020-09-28,335000,40,"Monday",9,20,40.385659,-80.030039,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",58,8.95531908176395,5,2,1,8,7.62657020629066,0,2,1962,92.42,385100,7,6,2250,362813,69
"9390",11653912,2020-07-27,322000,31,"Monday",7,20,40.386442,-80.031998,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",58,14.0491904070334,3,2,1,7,7.30114780585603,0,1,1962,92.42,380200,8,7,1950,342641,69
"9391",11653924,2020-08-21,125000,34,"Friday",8,20,40.384633,-80.026994,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",70,8.71866356704895,2,1,0,5,7.12608727329912,0,2,1950,20.42,238100,9,9,1150,266700,69
"9392",11653926,2020-03-06,230000,10,"Friday",3,20,40.384791,-80.02631,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",67,8.74798740166097,3,1,2,6,6.68710860786651,0,1,1953,72.42,280600,9,8,1500,169147,69
"9393",11653934,2020-12-02,175500,49,"Wednesday",12,20,40.386591,-80.016328,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",100,8.00636756765025,3,1,0,6,6.96224346426621,0,2,1920,77.22,196300,6,6,1250,155928,69
"9394",11654016,2020-09-25,190000,39,"Friday",9,20,40.38689,-80.019487,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",62,8.8071726229167,3,2,0,6,7.1420365747068,0,1,1958,92.42,218700,7,6,1500,241897,69
"9395",11654019,2020-01-02,215000,1,"Thursday",1,20,40.386608,-80.018966,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",66,8.84865288621391,4,3,0,8,7.38770923908104,0,1,1954,92.42,265400,9,9,1600,281214,69
"9399",11654828,2020-11-13,162000,46,"Friday",11,20,40.394278,-80.046063,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",102,8.02617019494643,3,1,0,6,7.6889133368648,0,2,1918,86.02,182400,6,6,1400,151147,69
"9400",11654837,2020-06-19,367000,25,"Friday",6,20,40.394351,-80.048918,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",91,8.67111527368849,4,3,0,7,7.42535788702715,0,2,1929,83.62,437200,8,7,2585,340734,69
"9401",11654856,2020-12-10,635000,50,"Thursday",12,20,40.393453,-80.048026,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",95,7.27309259599952,5,3,1,7,7.91753635394363,0,2,1925,78.02,705300,6,6,4141,567314,69
"9429",11655436,2020-04-03,335000,14,"Friday",4,20,40.389778,-80.046086,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",93,8.38935981990635,4,2,0,6,7.41878088275079,0,2,1927,68.42,406600,9,8,1650,286944,69
"9430",11655448,2020-02-18,245000,8,"Tuesday",2,20,40.390307,-80.045784,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",81,8.38935981990635,3,3,0,5,7.10496544826984,0,1,1939,90.82,299800,9,8,1600,293465,69
"9432",11655455,2020-05-01,265000,18,"Friday",5,20,40.390834,-80.045738,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",98,8.38935981990635,3,1,0,5,7.20340552108309,0,2,1922,75.62,319400,8,8,1415,267722,69
"9433",11655473,2020-07-22,405000,30,"Wednesday",7,20,40.390594,-80.046885,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",96,8.79482492801452,3,1,0,8,7.76131918094799,0,2,1924,73.22,477500,8,7,2450,408337,69
"9434",11655608,2020-07-31,208000,31,"Friday",7,20,40.389951,-80.044067,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",99,8.43814998407578,2,2,0,5,7.1777824161952,0,2,1921,70.02,244200,7,7,1395,218427,69
"9457",11655979,2020-08-14,220000,33,"Friday",8,20,40.388941,-80.046416,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",99,8.19035440376326,3,1,0,8,7.13489085156588,0,2,1921,90.02,257400,7,7,1695,293018,69
"9458",11655981,2020-02-13,220000,7,"Thursday",2,20,40.388792,-80.04627,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",102,8.00636756765025,3,2,0,9,7.40853056689463,1,2,1918,89.22,269500,9,8,1395,236638,69
"9459",11656004,2020-06-22,290000,26,"Monday",6,20,40.387737,-80.045417,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",97,8.68304655550289,4,1,0,7,7.64730883235624,0,3,1923,74.02,346100,8,7,2100,271915,69
"9461",11656030,2020-11-30,199000,49,"Monday",11,20,40.389398,-80.045825,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",95,8.36100710822691,3,1,0,6,7.28069719538474,0,2,1925,78.02,221800,6,6,1359,287263,69
"9462",11656074,2020-11-30,148000,49,"Monday",11,20,40.388701,-80.043599,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",94,8.25868149626424,3,1,0,6,7.10332206252611,0,2,1926,62.82,165700,6,6,1425,225431,69
"9463",11656079,2020-02-27,155000,9,"Thursday",2,20,40.389151,-80.043737,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",99,8.59415423255237,3,1,0,7,7.32778053842163,0,2,1921,82.82,326800,5,5,1600,275327,69
"9464",11656103,2020-07-14,239900,29,"Tuesday",7,20,40.388296,-80.045132,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",102,8.00636756765025,3,2,0,6,7.10496544826984,0,2,1918,82.02,283400,8,7,1495,167518,69
"9465",11656104,2020-01-10,239000,2,"Friday",1,20,40.388372,-80.045094,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",94,8.00636756765025,3,2,0,7,7.18083119904456,0,2,1926,73.22,293900,9,8,1575,249844,69
"9483",11656440,2020-08-05,275000,32,"Wednesday",8,20,40.385686,-80.04769,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,8.55660619377307,4,1,1,6,7.28207365809346,0,2,1925,89.22,320300,7,7,2000,285662,69
"9484",11656445,2020-11-16,200000,47,"Monday",11,20,40.386198,-80.047678,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",101,8.61213966872519,3,2,0,9,7.11639414409346,0,2,1919,87.62,224900,6,6,1575,265158,69
"9485",11656463,2020-04-17,285000,16,"Friday",4,20,40.38472,-80.046949,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",91,8.68609172787805,3,2,1,9,7.59940133341582,0,2,1929,90.82,344700,8,8,2000,313506,69
"9486",11656470,2020-06-19,325000,25,"Friday",6,20,40.385136,-80.046541,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",94,8.47637119689598,3,1,0,7,7.49554194388426,0,2,1926,87.62,388000,8,7,1850,294519,69
"9487",11656502,2020-11-02,317000,45,"Monday",11,20,40.385173,-80.045547,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",98,8.38913252134872,3,2,0,5,7.10414409298753,0,1,1922,71.62,358500,7,6,1449,197283,69
"9488",11656523,2020-03-18,220000,12,"Wednesday",3,20,40.384926,-80.04837,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.49699048409872,3,2,0,7,7.70930833338587,0,2,1930,74.82,267900,9,8,2295,324322,69
