"","zpid","time","price","week","dow","month","year","latitude","longitude","city","state","zipcode","neighborhood","region","locality","ad3","area","yearBuilt","lot","beds","bathFull","bathHalf","roomCount","floorSize","unitCount","stories","lastRemodelYear","solarPotential","zestimate","zestimateHighPercent","zestimateLowPercent","rentZestimate","taxEstimate","n_round"
"15",11252639,2020-07-30,329600,31,"Thursday",7,20,40.390975,-80.067424,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",61,13.9777314430512,3,3,0,7,7.4079243225596,0,1,1959,86.82,388800,8,7,2504,561800,69
"18",11252786,2020-11-16,787000,47,"Monday",11,20,40.387805,-80.072098,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",62,14.7249458448814,4,4,0,11,8.05896001776942,0,2,1958,90.02,884800,6,6,3830,722659,69
"19",11252802,2020-06-24,504715,26,"Wednesday",6,20,40.388525,-80.068769,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",72,14.6137202097712,3,3,0,11,7.69575799055476,0,1,1948,92.42,600200,8,7,3894,626265,69
"20",11253008,2020-06-22,755000,26,"Monday",6,20,40.386178,-80.070577,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",43,13.9777314430512,5,5,0,10,8.36590507720246,0,2,1977,87.62,901300,8,7,5751,1102648,69
"21",11253033,2020-10-01,800000,40,"Thursday",10,20,40.38503,-80.068198,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,14.4195641953303,3,3,0,8,7.95226330865705,0,2,1953,88.42,918100,7,6,3160,629218,69
"510",11289376,2020-04-15,592000,16,"Wednesday",4,20,40.436499,-79.914263,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",90,8.28399930424853,6,2,0,9,7.9976631270201,0,2,1930,92.41,717000,8,8,3681,505486,69
"511",11289378,2020-02-12,457500,7,"Wednesday",2,20,40.436523,-79.914545,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",102,8.50289140670538,4,2,0,8,7.65633716643018,0,2,1918,83.61,560400,9,8,2834,502431,69
"512",11289381,2020-06-15,360000,25,"Monday",6,20,40.43655,-79.915114,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",110,8.62497078358967,7,3,0,11,7.94590959861313,0,25,1910,86.81,430400,8,7,3719,533465,69
"513",11289394,2020-08-05,738000,32,"Wednesday",8,20,40.436116,-79.915383,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",87,8.47637119689598,4,3,0,9,7.37148929521428,0,2,1933,72.41,866100,7,7,2923,468306,69
"514",11289410,2020-01-03,151000,1,"Friday",1,20,40.435817,-79.915717,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",88,8.29404964010203,3,2,0,6,7.21817683840341,0,2,1932,92.41,575000,15,13,1800,410187,69
"516",11289500,2020-10-16,820000,42,"Friday",10,20,40.436502,-79.909211,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",120,14.4885570668172,4,4,0,10,8.35326149973387,0,25,1900,92.41,921100,7,6,4552,733122,69
"517",11289557,2020-08-12,570000,33,"Wednesday",8,20,40.435665,-79.913065,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",98,8.67675776108758,3,2,0,9,7.74240202181578,0,2,1922,79.61,666100,7,7,3620,564129,69
"518",11289558,2020-06-18,435500,25,"Thursday",6,20,40.43558,-79.912579,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",92,8.99628043939502,4,3,0,8,7.94944442025063,0,2,1928,78.81,520500,8,7,3214,574940,69
"519",11289623,2020-06-30,730000,27,"Tuesday",6,20,40.435193,-79.911656,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",100,8.9226582995244,6,4,0,11,8.01433573729942,0,3,1920,89.21,867200,8,7,4059,580823,69
"520",11289639,2020-11-20,650000,47,"Friday",11,20,40.434572,-79.910248,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",70,8.77955745588373,4,3,0,9,6.98286275146894,0,1,1950,92.41,729300,6,6,2200,443533,69
"521",11289653,2020-07-08,395000,28,"Wednesday",7,20,40.431198,-79.916071,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",100,8.29404964010203,3,1,1,8,7.54433210805369,0,2,1920,85.21,463600,7,7,2100,338896,69
"522",11289678,2020-07-24,265000,30,"Friday",7,20,40.432418,-79.914336,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",102,7.71154897962915,2,2,0,5,6.93634273583405,0,2,1918,92.41,311100,7,7,1600,250561,69
"524",11289693,2020-05-20,485000,21,"Wednesday",5,20,40.43193,-79.916113,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",96,8.33375100695358,4,2,1,8,7.54802896993501,0,3,1924,76.41,582600,8,8,2250,330738,69
"525",11289764,2020-07-27,260000,31,"Monday",7,20,40.429101,-79.916127,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",100,8.87346805533363,3,4,0,7,7.65822752616135,0,2,1920,86.81,305900,7,7,3254,429881,69
"526",11289789,2020-03-27,255000,13,"Friday",3,20,40.427438,-79.914274,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",79,8.30127348519135,3,2,0,6,7.31654817718298,0,2,1941,75.61,310100,9,8,1950,343824,69
"527",11289793,2020-12-21,492702,52,"Monday",12,20,40.4277,-79.915798,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",110,8.81729778386658,3,2,0,6,7.64444076155657,0,2,1910,78.81,544200,6,6,3049,454957,69
"528",11289806,2020-10-30,645000,44,"Friday",10,20,40.428118,-79.915585,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",80,8.98719682066197,4,2,0,8,7.86249719723055,0,2,1940,90.01,731200,7,6,2750,500843,69
"529",11289807,2020-08-31,557500,36,"Monday",8,20,40.428015,-79.915647,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",72,8.60153433984999,3,3,0,7,7.60589000105312,0,2,1948,77.21,566700,12,11,3114,430763,69
"530",11289832,2020-05-07,473450,19,"Thursday",5,20,40.428084,-79.913237,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",55,8.98469369044386,3,3,0,8,7.93487156594518,0,1,1965,87.61,570600,8,8,3857,528344,69
"531",11289869,2020-10-21,604000,43,"Wednesday",10,20,40.427373,-79.911623,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",55,9.13561682578025,3,3,0,7,7.6506445514369,0,1,1965,92.41,687400,7,6,3300,706468,69
"532",11289883,2020-06-05,239000,23,"Friday",6,20,40.424619,-79.915548,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",80,7.82404601085629,3,1,2,3,7.16703787691222,0,2,1940,92.41,286400,8,8,1769,325836,69
"534",11289932,2020-08-28,305000,35,"Friday",8,20,40.42485,-79.913581,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",70,8.01400499477946,3,2,0,6,7.33171496972647,0,2,1950,92.41,355000,7,7,1500,257847,69
"535",11290009,2020-09-15,600000,38,"Tuesday",9,20,40.422206,-79.916111,"Pittsburgh","PA",15217,"Squirrel Hill South","","","","Squirrel Hill South",26,8.69249013327323,4,3,0,8,7.83280751652486,0,2,1994,90.01,693400,7,7,4484,711051,69
"837",11306482,2020-04-24,265000,17,"Friday",4,20,40.384659,-80.009178,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",70,9.25129035830514,4,2,0,7,7.39756153552405,0,2,1950,74.02,320300,8,8,1500,164375,69
"867",11307028,2020-03-04,124900,10,"Wednesday",3,20,40.379546,-80.004915,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",64,8.24275634571448,3,1,0,6,7.0335064842877,0,2,1956,79.62,152400,9,8,1350,191315,69
"868",11307030,2020-09-11,170719,37,"Friday",9,20,40.379378,-80.00473,"Pittsburgh","PA",15226,"Brookline","","","","Brookline",63,14.3707740311608,3,2,0,6,7.06987412845857,0,1,1957,90.02,197300,7,7,1395,215544,69
"952",11309272,2020-11-10,479500,46,"Tuesday",11,20,40.383934,-80.029644,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",33,8.94637482614172,4,3,0,8,7.7591874385078,0,2,1987,91.62,540700,6,6,2500,467483,69
"953",11309278,2020-12-07,516000,50,"Monday",12,20,40.38452,-80.029011,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",33,13.9399911150684,5,3,0,9,7.81520706218909,0,2,1987,92.42,574000,6,6,2788,489477,69
"954",11309281,2020-09-02,550000,36,"Wednesday",9,20,40.383961,-80.029858,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",33,8.94624460933054,5,2,1,9,7.79811262882979,0,2,1987,92.42,639000,7,7,3178,487374,69
"955",11309351,2020-07-16,335000,29,"Thursday",7,20,40.384624,-80.031937,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",63,8.8408696240914,3,2,0,7,7.30518821539304,0,2,1957,20.42,396900,8,7,1950,361772,69
"956",11309406,2020-10-21,135000,43,"Wednesday",10,20,40.383597,-80.021796,"Pittsburgh","PA",15226,"Mount Lebanon","","","","Mount Lebanon",66,8.89151157052756,3,2,0,6,6.90775527898214,0,1,1954,74.82,234200,8,9,1450,270576,69
"957",11309507,2020-08-04,349900,32,"Tuesday",8,20,40.380227,-80.03015,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.40380050406115,3,2,1,6,7.65917136766606,0,2,1940,42.82,410500,7,7,2400,447491,69
"958",11309546,2020-10-20,325000,43,"Tuesday",10,20,40.381038,-80.02976,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,8.63746202380718,3,3,0,6,7.57558465155779,0,2,1939,92.42,370100,7,6,2195,346572,69
"959",11309555,2020-11-16,350000,47,"Monday",11,20,40.381327,-80.029604,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.64505856241413,3,2,0,7,7.25276241805319,0,2,1948,70.02,393500,6,6,2000,333087,69
"960",11309558,2020-05-18,400000,21,"Monday",5,20,40.381118,-80.029136,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.859647499715,4,3,0,9,7.80384330353877,0,2,1948,74.82,480700,8,8,2490,415088,69
"961",11309577,2020-12-01,356112,49,"Tuesday",12,20,40.382005,-80.032159,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",63,8.79072562826358,4,2,0,6,7.52940645783701,0,1,1957,74.02,397400,6,6,2300,435893,69
"962",11309600,2020-12-14,290000,51,"Monday",12,20,40.380558,-80.027798,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",77,8.67453876214002,3,1,1,6,7.26192709270275,0,2,1943,45.22,321500,6,6,2000,287699,69
"963",11309603,2020-01-08,184000,2,"Wednesday",1,20,40.380129,-80.028083,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",75,8.85409390765552,4,2,1,9,7.48829351515943,0,2,1945,82.82,412800,10,9,2200,383349,69
"964",11309610,2020-09-17,250000,38,"Thursday",9,20,40.380655,-80.028338,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",73,8.55641390456952,3,2,0,6,7.2848209125686,0,2,1947,64.42,288700,7,7,1675,298336,69
"965",11309621,2020-11-04,360000,45,"Wednesday",11,20,40.381732,-80.027959,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",62,13.9777314430512,3,3,0,6,7.54591815120932,0,1,1958,46.02,407200,7,6,2200,370178,69
"966",11309642,2020-11-16,335000,47,"Monday",11,20,40.381235,-80.026752,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",74,8.68609172787805,3,3,0,7,7.2152399787301,0,2,1946,58.02,375300,6,6,2000,373213,69
"967",11309670,2020-07-09,338000,28,"Thursday",7,20,40.380132,-80.02474,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.56598335558567,3,2,0,7,7.15148546390474,0,2,1948,74.02,400200,8,7,1595,308203,69
"969",11309704,2020-07-23,225000,30,"Thursday",7,20,40.380268,-80.023654,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.82511897034506,3,1,1,6,7.40974195408092,0,2,1949,92.42,266000,8,7,2000,336645,69
"970",11309705,2020-09-11,334950,37,"Friday",9,20,40.380172,-80.023493,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.78477459216102,3,1,1,6,7.78322401633604,0,2,1949,90.82,387700,7,7,2000,358794,69
"975",11309875,2020-12-17,350000,51,"Thursday",12,20,40.379693,-80.029592,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.78170898583618,3,2,0,7,7.34987370473834,0,15,1948,71.62,387400,6,6,1995,335606,69
"976",11309891,2020-04-29,350000,18,"Wednesday",4,20,40.377811,-80.029263,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,14.1476304798466,3,1,1,9,7.40427911803727,0,2,1939,20.42,422500,8,8,2295,418572,69
"977",11309904,2020-07-10,304000,28,"Friday",7,20,40.378024,-80.030322,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,9.13561682578025,3,1,0,5,7.38770923908104,0,2,1939,20.42,349200,8,7,1500,321180,69
"978",11309906,2020-07-15,171912,29,"Wednesday",7,20,40.378323,-80.029889,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,8.77955745588373,3,1,0,7,7.26682734752059,0,2,1939,20.42,347000,13,12,1800,304854,69
"979",11309919,2020-08-11,240500,33,"Tuesday",8,20,40.378563,-80.03026,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.47637119689598,3,1,0,8,7.09007683577609,0,2,1940,74.02,282500,7,7,1550,282084,69
"980",11309932,2020-11-18,237000,47,"Wednesday",11,20,40.377529,-80.031053,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",73,8.80881748310064,3,2,0,7,7.26473017792987,0,2,1947,92.42,266200,6,6,1595,302881,69
"981",11309941,2020-11-18,239900,47,"Wednesday",11,20,40.378521,-80.03211,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,8.6569551337914,4,2,0,6,7.06731984865348,0,1,1955,92.42,268500,6,6,1545,304309,69
"982",11309955,2020-08-31,251000,36,"Monday",8,20,40.378802,-80.030664,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",78,9.12249228140299,3,2,0,7,7.32118855673948,0,2,1942,45.22,289700,7,7,1950,313780,69
"983",11309957,2020-05-01,210000,18,"Friday",5,20,40.37765,-80.032414,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,8.43381158247719,2,2,0,6,6.83840520084734,0,1,1938,73.22,253200,8,8,1475,241659,69
"984",11309972,2020-02-12,191500,7,"Wednesday",2,20,40.377749,-80.024581,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",66,8.99330313909373,3,2,0,6,7.09837563859079,0,1,1954,67.62,234600,9,8,1550,270918,69
"985",11310003,2020-08-03,282000,32,"Monday",8,20,40.379125,-80.027127,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",78,14.0491904070334,3,2,0,6,7.1929342212158,0,2,1942,61.22,331800,7,7,1950,311904,69
"986",11310037,2020-03-16,600000,12,"Monday",3,20,40.379521,-80.02602,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.67317077287059,4,2,2,6,8.03430693633949,0,2,1940,20.42,731100,9,8,1600,272734,69
"987",11310046,2020-12-29,285000,53,"Tuesday",12,20,40.3798,-80.027824,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.72453251118548,3,3,0,7,7.36010397298915,0,2,1940,50.82,313500,6,6,2100,361096,69
"988",11310077,2020-03-27,331000,13,"Friday",3,20,40.377937,-80.026398,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",59,9.02014792080166,4,3,0,8,7.44716835960004,0,1,1961,70.02,402500,9,8,2100,317839,69
"989",11310080,2020-04-16,197500,16,"Thursday",4,20,40.378321,-80.026372,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",69,8.69684451965431,2,2,0,6,7.3178761986265,0,2,1951,73.22,239200,8,8,1694,289344,69
"990",11310125,2020-02-19,215000,8,"Wednesday",2,20,40.378412,-80.022518,"Pittsburgh","PA",15234,"Mount Lebanon","","","","Mount Lebanon",80,9.25473995927287,3,3,0,7,7.48099216286952,0,2,1940,62.02,263100,9,8,1600,215401,69
"991",11310139,2020-09-11,270000,37,"Friday",9,20,40.378345,-80.023241,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,13.9777314430512,3,2,0,7,7.35755620091035,0,2,1948,91.62,302400,6,6,1900,309004,69
"992",11310152,2020-07-24,257000,30,"Friday",7,20,40.377767,-80.023754,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,9.18368834097876,3,1,0,6,7.1608459066643,0,2,1949,81.22,302800,8,7,1495,214964,69
"994",11310269,2020-03-25,325000,13,"Wednesday",3,20,40.376102,-80.029228,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,8.69951474821019,3,2,0,8,7.49108759353488,0,2,1955,88.42,395400,9,8,2100,350354,69
"995",11310296,2020-12-04,226500,49,"Friday",12,20,40.377285,-80.031364,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",69,9.15946804160243,3,1,1,7,7.29979736675816,0,2,1951,92.42,252400,6,6,1555,292072,69
"996",11310359,2020-11-19,275000,47,"Thursday",11,20,40.377306,-80.02486,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",66,8.84115897594526,4,2,0,8,7.28961052145117,0,2,1954,43.62,308700,6,6,1675,316418,69
"997",11310370,2020-06-09,325000,24,"Tuesday",6,20,40.376735,-80.025154,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",57,8.93905644533404,4,3,0,8,7.58528107863913,0,1,1963,87.62,389500,8,8,2300,386197,69
"998",11310388,2020-06-10,250000,24,"Wednesday",6,20,40.375972,-80.025831,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",61,9.16115012778541,4,3,0,7,7.41818082272679,0,2,1959,72.42,299500,8,8,2195,363772,69
"999",11310392,2020-10-02,351000,40,"Friday",10,20,40.375956,-80.026813,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,8.73149779406324,3,2,0,6,7.26192709270275,0,15,1939,43.62,401800,7,6,1800,291205,69
"1000",11310403,2020-09-10,195000,37,"Thursday",9,20,40.376558,-80.027009,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",75,8.69951474821019,3,2,0,7,7.59085212368858,0,15,1945,86.82,401300,5,5,2250,374693,69
"1001",11310433,2020-04-24,249000,17,"Friday",4,20,40.374964,-80.027725,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.69951474821019,3,1,1,7,7.18992217074581,0,2,1949,85.22,300800,8,8,1800,299868,69
"1009",11310966,2020-10-06,140000,41,"Tuesday",10,20,40.383037,-80.048899,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,8.29404964010203,3,1,0,6,7.10987946307227,0,2,1925,42.02,160400,7,6,1425,235553,69
"1010",11310991,2020-01-28,259900,5,"Tuesday",1,20,40.383833,-80.04629,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,8.1886891244442,3,1,0,6,7.17242457712485,0,2,1925,88.42,318900,9,8,1425,236493,69
"1012",11311024,2020-04-10,319000,15,"Friday",4,20,40.383471,-80.049035,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",95,8.62461158818351,4,1,0,9,7.50439155916124,0,3,1925,78.02,386800,9,8,2000,340805,69
"1013",11311041,2020-07-31,235000,31,"Friday",7,20,40.384335,-80.047927,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",73,8.51719319141624,2,1,0,5,7.08002649992259,0,2,1947,70.82,276300,7,7,1350,257377,69
"1020",11311188,2020-09-15,240000,38,"Tuesday",9,20,40.382381,-80.037396,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,8.64505856241413,3,2,0,7,7.44424864949671,0,2,1950,92.42,277400,7,7,1800,291153,69
"1021",11311202,2020-07-28,216000,31,"Tuesday",7,20,40.383837,-80.038818,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,14.2372426385363,3,1,1,6,7.22183582528845,0,2,1950,78.82,254200,8,7,1660,247731,69
"1022",11311204,2020-11-05,337000,45,"Thursday",11,20,40.384041,-80.036118,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",60,14.809028962092,3,3,0,7,7.47533923656674,0,1,1960,92.42,381000,7,6,2000,351277,69
"1023",11311242,2020-06-25,237000,26,"Thursday",6,20,40.382487,-80.035801,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.47637119689598,3,2,0,7,7.22402480828583,0,2,1949,20.42,282100,8,7,1650,264489,69
"1024",11311254,2020-09-04,330000,36,"Friday",9,20,40.382768,-80.035915,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",56,8.75778365633417,3,2,1,6,7.11639414409346,0,2,1964,20.42,317700,9,8,1550,254697,69
"1025",11311273,2020-06-25,339900,26,"Thursday",6,20,40.383934,-80.033939,"Pittsburgh","PA",15216,"Mount Lebanon","","","","Mount Lebanon",59,8.96187901267768,4,2,1,7,7.47760424319759,0,2,1961,20.42,404200,8,7,2100,330531,69
"1031",11311460,2020-10-07,440000,41,"Wednesday",10,20,40.379851,-80.040064,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",26,7.84658997529119,2,3,0,6,7.86557175768479,0,15,1994,91.62,503600,7,6,2822,503649,69
"1032",11311466,2020-03-20,233900,12,"Friday",3,20,40.380833,-80.034852,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",87,8.89096121278115,3,1,1,6,7.41697962138115,0,2,1933,54.82,315900,10,9,1795,296191,69
"1033",11311525,2020-09-24,217000,39,"Thursday",9,20,40.381685,-80.034665,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,8.59581951187143,3,1,0,6,7.00306545878646,0,2,1940,20.42,249900,7,7,1449,224551,69
"1034",11311547,2020-04-24,230000,17,"Friday",4,20,40.380211,-80.032758,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.29404964010203,3,1,0,6,7.10002716662926,0,2,1949,88.42,277800,8,8,1425,237964,69
"1035",11311553,2020-04-20,255000,17,"Monday",4,20,40.379999,-80.036851,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",60,8.87332798950246,3,1,1,6,7.22983877815125,0,2,1960,83.62,308500,8,8,1575,223998,69
"1036",11311570,2020-10-09,235000,41,"Friday",10,20,40.380919,-80.036553,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,8.69918135930895,3,1,0,6,7.0335064842877,0,2,1950,80.42,268900,7,6,1600,255467,69
"1037",11311591,2020-06-09,206000,24,"Tuesday",6,20,40.377845,-80.047865,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",110,14.115881781532,5,3,0,9,7.84893372636407,0,2,1910,20.42,478900,13,12,2753,443721,69
"1038",11311611,2020-09-14,425000,38,"Monday",9,20,40.379449,-80.046698,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",110,14.5737148751575,6,2,1,9,7.90100705199242,0,3,1910,50.02,591800,7,6,2618,405831,69
"1039",11311611,2020-10-21,520000,43,"Wednesday",10,20,40.379449,-80.046698,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",110,14.5737148751575,6,2,1,9,7.90100705199242,0,3,1910,50.02,591800,7,6,2618,405831,69
"1042",11311753,2020-08-10,680000,33,"Monday",8,20,40.378751,-80.048112,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,8.81729778386658,4,1,1,6,7.37274636640433,0,2,1920,55.62,796600,7,7,1295,842973,69
"1043",11311757,2020-11-25,478000,48,"Wednesday",11,20,40.378422,-80.048898,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",118,8.81729778386658,7,2,1,10,8.01201823915906,0,25,1902,92.42,535000,6,6,3019,530848,69
"1046",11311843,2020-07-09,299900,28,"Thursday",7,20,40.377642,-80.043143,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",92,8.89013510781884,3,2,0,7,7.43838353004431,0,2,1928,67.62,355600,8,7,2100,353913,69
"1047",11311867,2020-04-29,180000,18,"Wednesday",4,20,40.377636,-80.037949,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,8.6569551337914,3,1,0,6,7.09007683577609,0,2,1949,90.02,218000,8,8,1395,188235,69
"1048",11311879,2020-09-03,230000,36,"Thursday",9,20,40.378076,-80.03781,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",100,8.1870210673435,3,2,0,6,7.11639414409346,0,2,1920,85.22,267100,7,7,1550,229471,69
"1049",11311894,2020-07-24,199900,30,"Friday",7,20,40.378873,-80.038396,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",78,8.69951474821019,3,1,0,5,7.08757370555797,0,1,1942,86.02,236000,8,7,1295,183727,69
"1050",11311929,2020-05-01,145000,18,"Friday",5,20,40.377612,-80.039793,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",110,8.6569551337914,3,1,0,7,7.76726399675731,0,2,1910,78.82,358400,5,5,1900,295757,69
"1051",11311933,2020-10-12,300000,42,"Monday",10,20,40.377403,-80.038569,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,8.6569551337914,3,1,0,7,7.25559127425367,0,2,1930,92.42,341600,7,6,1750,276681,69
"1052",11311983,2020-01-10,265000,2,"Friday",1,20,40.378434,-80.034595,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",92,8.47637119689598,4,2,1,8,7.7698009960039,0,3,1928,85.22,325800,9,8,1995,325499,69
"1053",11312003,2020-09-22,160000,39,"Tuesday",9,20,40.378812,-80.034447,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",96,8.47637119689598,3,1,0,6,7.24708058458576,0,2,1924,92.42,283500,10,10,1795,253964,69
"1055",11312045,2020-10-30,204500,44,"Friday",10,20,40.378877,-80.033242,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,8.43381158247719,2,1,1,5,7.0352685992811,0,15,1939,89.22,231800,7,6,1300,216828,69
"1056",11312048,2020-11-23,269900,48,"Monday",11,20,40.37907,-80.032723,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",69,8.43381158247719,3,2,0,5,7.46794233228585,0,2,1951,76.42,302400,6,6,1600,297407,69
